longitude,latitude,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,gpxtpx_TrackPointExtension
-77.048907,38.844421,0,0,269,7.6,,,,,,,,,,,,,,,,,,,,,,,        
-77.048879,38.844228,0,0,270,7.6,,,,,,,,,,,,,,,,,,,,,,,        
-77.048756,38.843941,0,0,271,7.8,,,,,,,,,,,,,,,,,,,,,,,        
-77.048678,38.843513,0,0,272,7.8,,,,,,,,,,,,,,,,,,,,,,,        
-77.048672,38.843413,0,0,273,7.6,,,,,,,,,,,,,,,,,,,,,,,        
-77.048621,38.843305,0,0,274,7.4,,,,,,,,,,,,,,,,,,,,,,,        
-77.048479,38.842895,0,0,275,9,,,,,,,,,,,,,,,,,,,,,,,        
-77.048436,38.842778,0,0,276,10.2,,,,,,,,,,,,,,,,,,,,,,,        
-77.048325,38.842482,0,0,277,10.8,,,,,,,,,,,,,,,,,,,,,,,        
-77.048154,38.842099,0,0,278,10.2,,,,,,,,,,,,,,,,,,,,,,,        
-77.047971,38.841783,0,0,279,10,,,,,,,,,,,,,,,,,,,,,,,        
-77.047927,38.841693,0,0,280,9.8,,,,,,,,,,,,,,,,,,,,,,,        
-77.047861,38.841619,0,0,281,9.8,,,,,,,,,,,,,,,,,,,,,,,        
-77.047787,38.84156,0,0,282,9.6,,,,,,,,,,,,,,,,,,,,,,,        
-77.047759,38.841524,0,0,283,9.4,,,,,,,,,,,,,,,,,,,,,,,        
-77.047737,38.841481,0,0,284,9,,,,,,,,,,,,,,,,,,,,,,,        
-77.047733,38.841379,0,0,285,8,,,,,,,,,,,,,,,,,,,,,,,        
-77.047765,38.841341,0,0,286,7.6,,,,,,,,,,,,,,,,,,,,,,,        
-77.047819,38.84132,0,0,287,7.4,,,,,,,,,,,,,,,,,,,,,,,        
-77.047953,38.841301,0,0,288,6.8,,,,,,,,,,,,,,,,,,,,,,,        
-77.048244,38.841279,0,0,289,6.8,,,,,,,,,,,,,,,,,,,,,,,        
-77.048428,38.84128,0,0,290,6.8,,,,,,,,,,,,,,,,,,,,,,,        
-77.048694,38.84129,0,0,291,6.8,,,,,,,,,,,,,,,,,,,,,,,        
-77.048816,38.841291,0,0,292,7,,,,,,,,,,,,,,,,,,,,,,,        
-77.048864,38.841283,0,0,293,7.2,,,,,,,,,,,,,,,,,,,,,,,        
